"PostalCode","City","StateProvince","Country","YearlyIncome","Gender","Education","MaritalStatus","TotalChildren"
"20471","Tixapan","DF","Mexico","$130K - $150K","M","Bachelors Degree","S",5
"99635","Corvalis","OR","USA","$130K - $150K","M","High School Degree","M",4
"52672","Ballard","WA","USA","$50K - $70K","F","High School Degree","M",1
"24300","Hidalgo","Zacatecas","Mexico","$50K - $70K","M","Partial College","S",3
"94092","Redwood City","CA","USA","$150K +","M","High School Degree","M",0
"79287","Novato","CA","USA","$50K - $70K","F","Bachelors Degree","S",2
"16241","Merida","Yucatan","Mexico","$70K - $90K","F","Bachelors Degree","M",4
"66598","Tixapan","DF","Mexico","$110K - $130K","M","Partial College","M",0
"68713","Glendale","CA","USA","$70K - $90K","M","Graduate Degree","M",4
"85232","Torrance","CA","USA","$110K - $130K","F","Partial College","S",3
"53508","Concord","CA","USA","$130K - $150K","F","Bachelors Degree","S",4
"98972","La Mesa","CA","USA","$70K - $90K","F","Partial High School","M",3
"43334","Royal Oak","BC","Canada","$90K - $110K","M","Partial High School","M",3
"91176","Santa Anita","DF","Mexico","$30K - $50K","F","High School Degree","M",4
"64483","San Gabriel","CA","USA","$90K - $110K","F","Partial College","S",2
"78486","San Gabriel","CA","USA","$30K - $50K","F","Partial College","S",3
"17956","San Jose","CA","USA","$90K - $110K","F","Partial High School","S",3
"95505","Everett","WA","USA","$90K - $110K","M","High School Degree","S",2
"27428","Newport Beach","CA","USA","$70K - $90K","F","Graduate Degree","S",3
"46462","San Andres","DF","Mexico","$50K - $70K","M","High School Degree","M",3
"17254","Redmond","WA","USA","$30K - $50K","F","Partial College","M",4
"24502","Newton","BC","Canada","$50K - $70K","F","Bachelors Degree","M",0
"38403","Anacortes","WA","USA","$30K - $50K","F","Partial College","M",1
"88760","Lincoln Acres","CA","USA","$70K - $90K","M","Partial College","M",0
"90875","Milwaukie","OR","USA","$30K - $50K","M","High School Degree","S",4
"83942","Beaverton","OR","USA","$70K - $90K","M","Partial College","S",1
"49378","Olympia","WA","USA","$130K - $150K","F","Partial College","S",4
"32059","Arcadia","CA","USA","$30K - $50K","M","Bachelors Degree","M",3
"65496","Los Angeles","CA","USA","$50K - $70K","M","Partial High School","S",3
"87046","Santa Cruz","CA","USA","$130K - $150K","M","Partial College","M",3
"86645","Kirkland","WA","USA","$50K - $70K","F","Partial College","M",4
"74356","Shawnee","BC","Canada","$50K - $70K","F","Partial High School","M",3
"40118","Westminster","BC","Canada","$110K - $130K","M","Partial College","M",2
"92990","Glendale","CA","USA","$110K - $130K","F","Partial College","S",4
"89546","Guadalajara","Jalisco","Mexico","$70K - $90K","M","Bachelors Degree","S",5
"95812","Mill Valley","CA","USA","$50K - $70K","M","Bachelors Degree","S",3
"66652","Downey","CA","USA","$130K - $150K","M","Partial High School","S",1
"90860","Merida","Yucatan","Mexico","$30K - $50K","F","High School Degree","S",5
"27814","Lincoln Acres","CA","USA","$130K - $150K","M","Partial College","M",4
"78170","Altadena","CA","USA","$30K - $50K","M","Partial High School","S",2
"80285","Metchosin","BC","Canada","$150K +","F","Bachelors Degree","M",4
"70512","Tixapan","DF","Mexico","$70K - $90K","F","Bachelors Degree","S",5
"38789","Ladner","BC","Canada","$90K - $110K","M","High School Degree","S",2
"21469","Pomona","CA","USA","$10K - $30K","M","High School Degree","S",5
"28615","Lakewood","CA","USA","$70K - $90K","M","Bachelors Degree","S",2
"76456","Burnaby","BC","Canada","$110K - $130K","F","Partial College","M",1
"76056","Coronado","CA","USA","$30K - $50K","M","Partial College","M",1
"63767","San Diego","CA","USA","$110K - $130K","F","Graduate Degree","S",4
"32362","Langford","BC","Canada","$70K - $90K","F","Bachelors Degree","S",2
"82400","Milwaukie","OR","USA","$30K - $50K","M","Bachelors Degree","M",2
"80861","Imperial Beach","CA","USA","$130K - $150K","M","Partial College","M",1
"99895","Redmond","WA","USA","$130K - $150K","M","Partial College","M",4
"70687","Santa Cruz","CA","USA","$90K - $110K","F","High School Degree","M",4
"55883","Coronado","CA","USA","$90K - $110K","F","Graduate Degree","M",2
"91836","Royal Oak","BC","Canada","$50K - $70K","F","Bachelors Degree","S",4
"43194","Salem","OR","USA","$50K - $70K","F","High School Degree","S",4
"45309","Santa Monica","CA","USA","$50K - $70K","F","Bachelors Degree","S",4
"61827","Arcadia","CA","USA","$90K - $110K","M","High School Degree","M",0
"30104","Woodburn","OR","USA","$110K - $130K","F","Partial College","M",1
"85491","Richmond","CA","USA","$10K - $30K","F","High School Degree","S",2
"19930","El Cajon","CA","USA","$70K - $90K","M","Partial College","S",3
"41479","Orizaba","Veracruz","Mexico","$110K - $130K","F","Graduate Degree","S",0
"41079","Bremerton","WA","USA","$30K - $50K","F","Bachelors Degree","S",0
"28790","Beverly Hills","CA","USA","$10K - $30K","F","Bachelors Degree","S",2
"93550","Woodland Hills","CA","USA","$70K - $90K","F","Partial College","S",4
"47424","Metchosin","BC","Canada","$30K - $50K","F","High School Degree","S",3
"78346","Glendale","CA","USA","$130K - $150K","F","Bachelors Degree","S",1
"23058","Spokane","WA","USA","$150K +","M","Partial College","M",2
"92849","Imperial Beach","CA","USA","$110K - $130K","F","Partial High School","S",5
"78045","Richmond","BC","Canada","$110K - $130K","F","Partial College","S",1
"14999","Burien","WA","USA","$70K - $90K","M","Partial College","M",3
"65356","Vancouver","BC","Canada","$110K - $130K","M","Partial College","M",3
"67471","West Covina","CA","USA","$110K - $130K","M","Partial College","M",2
"57697","Woodland Hills","CA","USA","$10K - $30K","F","Partial College","S",3
"25974","Sedro Wooley","WA","USA","$30K - $50K","F","Partial College","S",3
"86542","Redwood City","CA","USA","$70K - $90K","F","High School Degree","S",4
"42092","San Andres","DF","Mexico","$130K - $150K","M","Partial High School","M",3
"63641","Fremont","CA","USA","$70K - $90K","F","High School Degree","M",5
"63241","Downey","CA","USA","$90K - $110K","F","Partial College","S",3
"50952","Torrance","CA","USA","$90K - $110K","F","Partial College","S",3
"16713","Walla Walla","WA","USA","$70K - $90K","F","High School Degree","M",4
"69585","Arcadia","CA","USA","$10K - $30K","M","Partial College","S",1
"74216","Santa Anita","DF","Mexico","$110K - $130K","M","Partial High School","S",4
"91925","Vancouver","BC","Canada","$110K - $130K","M","High School Degree","M",3
"62717","Merida","Yucatan","Mexico","$70K - $90K","F","Partial College","M",4
"47913","Salem","OR","USA","$70K - $90K","M","Bachelors Degree","M",1
"11159","San Diego","CA","USA","$30K - $50K","F","Partial College","M",1
"35223","Concord","CA","USA","$70K - $90K","F","High School Degree","M",5
"37338","Sooke","BC","Canada","$90K - $110K","F","High School Degree","S",2
"53857","Cliffside","BC","Canada","$130K - $150K","F","Partial College","M",1
"22134","Haney","BC","Canada","$130K - $150K","M","High School Degree","S",3
"48142","Downey","CA","USA","$50K - $70K","M","Partial College","S",4
"11960","San Jose","CA","USA","$110K - $130K","M","High School Degree","M",2
"59801","Yakima","WA","USA","$50K - $70K","M","High School Degree","M",2
"33109","Guadalajara","Jalisco","Mexico","$110K - $130K","F","High School Degree","S",3
"47112","Guadalajara","Jalisco","Mexico","$70K - $90K","M","High School Degree","M",4
"85580","Oak Bay","BC","Canada","$130K - $150K","M","High School Degree","M",2
"39453","La Jolla","CA","USA","$110K - $130K","F","Partial College","S",5
"70375","La Mesa","CA","USA","$30K - $50K","M","Bachelors Degree","S",4
"89409","El Cajon","CA","USA","$30K - $50K","M","Bachelors Degree","S",3
"60032","Oakland","CA","USA","$130K - $150K","M","Bachelors Degree","S",3
"90197","Vancouver","BC","Canada","$130K - $150K","M","Bachelors Degree","S",3
"27151","N. Vancouver","BC","Canada","$150K +","F","High School Degree","S",1
"77508","Acapulco","Guerrero","Mexico","$130K - $150K","F","Bachelors Degree","M",5
"79623","Edmonds","WA","USA","$110K - $130K","M","Partial College","S",2
"96142","Long Beach","CA","USA","$150K +","M","Partial College","M",3
"64418","W. Linn","OR","USA","$10K - $30K","F","High School Degree","M",1
"20807","Colma","CA","USA","$90K - $110K","M","High School Degree","S",4
"54244","Burnaby","BC","Canada","$110K - $130K","F","Partial College","S",1
"75794","Issaquah","WA","USA","$50K - $70K","F","High School Degree","M",0
"75393","Renton","WA","USA","$110K - $130K","F","Partial High School","M",0
"63104","San Carlos","CA","USA","$70K - $90K","M","Partial College","S",4
"28866","Newport Beach","CA","USA","$130K - $150K","F","Bachelors Degree","S",1
"81738","Sooke","BC","Canada","$110K - $130K","F","Partial College","S",2
"86368","Arcadia","CA","USA","$30K - $50K","M","Partial College","M",1
"64032","Tacoma","WA","USA","$30K - $50K","M","Bachelors Degree","M",5
"34872","Shawnee","BC","Canada","$130K - $150K","F","High School Degree","S",4
"85777","Spokane","WA","USA","$10K - $30K","F","Partial High School","M",1
"22731","Albany","OR","USA","$10K - $30K","M","High School Degree","S",4
"73088","Mexico City","Mexico","Mexico","$10K - $30K","F","Partial College","M",1
"75203","Torrance","CA","USA","$30K - $50K","F","Bachelors Degree","M",1
"65429","Newport Beach","CA","USA","$70K - $90K","F","Bachelors Degree","S",1
"33706","Port Orchard","WA","USA","$90K - $110K","F","Graduate Degree","M",2
"16386","Imperial Beach","CA","USA","$30K - $50K","F","Partial College","M",4
"49824","Cliffside","BC","Canada","$30K - $50K","F","High School Degree","M",2
"71373","Daly City","CA","USA","$130K - $150K","F","Partial College","M",3
"70973","Bellflower","CA","USA","$50K - $70K","M","High School Degree","M",3
"58684","Glendale","CA","USA","$130K - $150K","M","Partial College","S",0
"97152","Palo Alto","CA","USA","$150K +","M","High School Degree","M",1
"77318","Lynnwood","WA","USA","$130K - $150K","M","Partial College","M",1
"81948","Orizaba","Veracruz","Mexico","$50K - $70K","M","Partial College","M",4
"19832","La Cruz","Sinaloa","Mexico","$50K - $70K","F","Partial High School","M",0
"71774","Altadena","CA","USA","$10K - $30K","M","Partial College","M",3
"27448","Beverly Hills","CA","USA","$50K - $70K","F","Partial College","S",2
"63401","Daly City","CA","USA","$10K - $30K","F","High School Degree","S",3
"14759","Corvalis","OR","USA","$50K - $70K","M","Partial College","M",4
"16874","Grossmont","CA","USA","$30K - $50K","M","Bachelors Degree","M",2
"33392","Redmond","WA","USA","$70K - $90K","M","Graduate Degree","S",2
"16692","Coronado","CA","USA","$90K - $110K","M","Partial High School","S",1
"57056","Marysville","WA","USA","$30K - $50K","F","Bachelors Degree","M",2
"90494","Kirkland","WA","USA","$30K - $50K","M","Partial College","S",1
"39336","Tacoma","WA","USA","$130K - $150K","F","Bachelors Degree","S",3
"12644","Acapulco","Guerrero","Mexico","$50K - $70K","F","Partial College","S",1
"26647","Acapulco","Guerrero","Mexico","$150K +","F","High School Degree","S",3
"65115","Spring Valley","CA","USA","$70K - $90K","F","Bachelors Degree","S",3
"18988","Torrance","CA","USA","$50K - $70K","M","Partial High School","S",1
"49911","Richmond","CA","USA","$130K - $150K","F","Bachelors Degree","S",3
"68945","Santa Cruz","CA","USA","$110K - $130K","M","Graduate Degree","M",3
"39737","Pomona","CA","USA","$90K - $110K","F","High School Degree","M",4
"23608","La Cruz","Sinaloa","Mexico","$110K - $130K","F","Bachelors Degree","S",4
"59561","Chula Vista","CA","USA","$90K - $110K","F","Partial High School","S",4
"10919","San Gabriel","CA","USA","$110K - $130K","F","Bachelors Degree","S",4
"13033","Tixapan","DF","Mexico","$90K - $110K","M","Graduate Degree","M",1
"29552","San Francisco","CA","USA","$90K - $110K","F","Graduate Degree","S",3
"70536","Westminster","BC","Canada","$130K - $150K","M","Bachelors Degree","M",2
"53216","Lakewood","CA","USA","$30K - $50K","F","High School Degree","S",2
"86654","National City","CA","USA","$50K - $70K","M","Bachelors Degree","S",5
"92042","Redwood City","CA","USA","$150K +","M","High School Degree","M",2
"88042","Woodburn","OR","USA","$50K - $70K","F","Partial College","S",4
"95514","Oregon City","OR","USA","$150K +","F","High School Degree","M",3
"61275","Bellflower","CA","USA","$70K - $90K","M","Partial College","M",3
"15148","Seattle","WA","USA","$50K - $70K","F","High School Degree","M",0
"19779","Lynnwood","WA","USA","$30K - $50K","M","Partial College","M",5
"38812","San Francisco","CA","USA","$10K - $30K","M","Graduate Degree","S",4
"35897","Portland","OR","USA","$90K - $110K","M","Bachelors Degree","M",4
"21092","Port Hammon","BC","Canada","$130K - $150K","M","Bachelors Degree","M",4
"28462","Newton","BC","Canada","$110K - $130K","M","Graduate Degree","S",0
"53203","Merida","Yucatan","Mexico","$130K - $150K","M","Partial College","M",4
"55318","Everett","WA","USA","$110K - $130K","M","Partial High School","S",4
"45545","Tacoma","WA","USA","$50K - $70K","F","Graduate Degree","S",2
"13821","Renton","WA","USA","$70K - $90K","M","Bachelors Degree","M",4
"95501","Mill Valley","CA","USA","$110K - $130K","F","Bachelors Degree","M",2
"36472","Ballard","WA","USA","$10K - $30K","M","Partial High School","M",3
"51489","Lakewood","CA","USA","$70K - $90K","F","Bachelors Degree","S",2
"51088","Sedro Wooley","WA","USA","$130K - $150K","M","Partial College","S",3
"38799","Anacortes","WA","USA","$70K - $90K","M","Partial College","S",3
"77268","W. Linn","OR","USA","$30K - $50K","F","Bachelors Degree","S",1
"57433","Acapulco","Guerrero","Mexico","$30K - $50K","F","High School Degree","M",2
"62063","Portland","OR","USA","$150K +","M","Partial College","M",1
"81097","Camacho","Zacatecas","Mexico","$130K - $150K","F","High School Degree","M",4
"51889","Long Beach","CA","USA","$110K - $130K","F","High School Degree","S",2
"37085","El Cajon","CA","USA","$90K - $110K","F","Bachelors Degree","M",0
"73038","Santa Anita","DF","Mexico","$70K - $90K","F","Partial High School","S",3
"24811","Oregon City","OR","USA","$110K - $130K","F","High School Degree","S",1
"26926","Langley","BC","Canada","$110K - $130K","F","Partial College","M",0
"43445","Ladner","BC","Canada","$10K - $30K","M","High School Degree","M",5
"11721","Victoria","BC","Canada","$30K - $50K","M","Bachelors Degree","S",1
"67109","Sedro Wooley","WA","USA","$70K - $90K","F","Partial College","S",3
"15472","Pomona","CA","USA","$130K - $150K","F","Graduate Degree","M",1
"23097","Oregon City","OR","USA","$30K - $50K","M","Bachelors Degree","M",4
"22696","Merida","Yucatan","Mexico","$110K - $130K","F","Partial High School","M",4
"10407","Shawnee","BC","Canada","$90K - $110K","M","High School Degree","S",4
"75168","Lemon Grove","CA","USA","$10K - $30K","F","Partial High School","M",1
"29041","Glendale","CA","USA","$110K - $130K","M","Bachelors Degree","M",1
"59963","Guadalajara","Jalisco","Mexico","$70K - $90K","M","Bachelors Degree","S",5
"78997","Mill Valley","CA","USA","$50K - $70K","M","High School Degree","M",1
"49789","Downey","CA","USA","$30K - $50K","F","Bachelors Degree","S",4
"34985","Camacho","Zacatecas","Mexico","$30K - $50K","M","Partial High School","M",1
"70938","Lincoln Acres","CA","USA","$130K - $150K","M","High School Degree","S",1
"42419","Altadena","CA","USA","$30K - $50K","F","High School Degree","S",3
"44533","Shawnee","BC","Canada","$30K - $50K","F","Partial College","S",1
"34760","Tixapan","DF","Mexico","$70K - $90K","M","Bachelors Degree","S",1
"30372","Walla Walla","WA","USA","$50K - $70K","F","Partial College","M",2
"84716","Burbank","CA","USA","$90K - $110K","M","Bachelors Degree","M",3
"19155","Victoria","BC","Canada","$150K +","F","Bachelors Degree","S",3
"40704","Novato","CA","USA","$90K - $110K","F","High School Degree","S",3
"40304","W. Linn","OR","USA","$110K - $130K","M","Partial College","M",1
"28015","Milwaukie","OR","USA","$90K - $110K","F","Partial College","M",2
"92775","San Gabriel","CA","USA","$10K - $30K","M","Graduate Degree","S",2
"46648","Imperial Beach","CA","USA","$110K - $130K","M","High School Degree","S",1
"51279","Lebanon","OR","USA","$70K - $90K","F","Bachelors Degree","S",2
"70313","Port Orchard","WA","USA","$50K - $70K","M","Partial High School","M",3
"41105","Port Hammon","BC","Canada","$30K - $50K","M","High School Degree","S",4
"26300","Newton","BC","Canada","$30K - $50K","F","High School Degree","S",4
"88546","Bellingham","WA","USA","$50K - $70K","M","Partial High School","S",4
"13611","San Gabriel","CA","USA","$90K - $110K","F","Graduate Degree","S",4
"14111","Tixapan","DF","Mexico","$90K - $110K","F","Bachelors Degree","M",1
"30630","San Francisco","CA","USA","$130K - $150K","F","Graduate Degree","M",4
"97906","Oak Bay","BC","Canada","$150K +","M","Bachelors Degree","M",3
"80586","Lake Oswego","OR","USA","$50K - $70K","F","High School Degree","S",2
"87732","Redwood City","CA","USA","$110K - $130K","F","Bachelors Degree","M",0
"36574","Marysville","WA","USA","$50K - $70K","F","High School Degree","S",1
"98812","Shawnee","BC","Canada","$110K - $130K","M","High School Degree","M",3
"23885","Shawnee","BC","Canada","$50K - $70K","M","Bachelors Degree","M",2
"62353","Westminster","BC","Canada","$110K - $130K","M","High School Degree","M",1
"16226","Hidalgo","Zacatecas","Mexico","$110K - $130K","M","High School Degree","S",3
"47148","Guadalajara","Jalisco","Mexico","$30K - $50K","F","Partial College","M",4
"66182","Portland","OR","USA","$30K - $50K","F","Bachelors Degree","M",3
"36974","Burlingame","CA","USA","$150K +","F","Bachelors Degree","M",3
"22170","La Mesa","CA","USA","$150K +","M","Partial College","S",3
"58123","Cliffside","BC","Canada","$150K +","M","Bachelors Degree","S",0
"94812","Fremont","CA","USA","$150K +","F","Partial College","M",4
"11596","Yakima","WA","USA","$10K - $30K","F","Partial High School","S",5
"53082","Westminster","BC","Canada","$50K - $70K","F","Partial High School","M",2
"21359","San Francisco","CA","USA","$70K - $90K","M","Partial College","M",3
"76746","Lynnwood","WA","USA","$10K - $30K","F","Partial College","S",2
"11185","Port Hammon","BC","Canada","$130K - $150K","F","Graduate Degree","M",4
"32734","Camacho","Zacatecas","Mexico","$70K - $90K","F","Graduate Degree","S",2
"32333","Anacortes","WA","USA","$130K - $150K","M","Bachelors Degree","S",3
"20045","Altadena","CA","USA","$70K - $90K","M","Partial College","S",2
"84805","Milwaukie","OR","USA","$130K - $150K","M","High School Degree","M",0
"38678","Tixapan","DF","Mexico","$130K - $150K","F","High School Degree","S",1
"43308","Torrance","CA","USA","$50K - $70K","F","Partial High School","S",0
"62342","Richmond","BC","Canada","$30K - $50K","F","Partial High School","M",2
"59426","Los Angeles","CA","USA","$150K +","M","Bachelors Degree","S",1
"44622","Anacortes","WA","USA","$150K +","M","Partial College","S",5
"80575","Kirkland","WA","USA","$150K +","M","Bachelors Degree","M",1
"31933","Langford","BC","Canada","$150K +","M","Partial High School","S",5
"34048","Kirkland","WA","USA","$30K - $50K","F","Partial College","M",3
"24274","Milwaukie","OR","USA","$70K - $90K","M","Partial High School","M",4
"11059","Edmonds","WA","USA","$90K - $110K","M","High School Degree","S",5
"92739","Ballard","WA","USA","$30K - $50K","M","High School Degree","S",1
"27177","Santa Fe","DF","Mexico","$50K - $70K","F","High School Degree","S",2
"48726","Oakland","CA","USA","$130K - $150K","M","Partial High School","S",1
"48326","Pomona","CA","USA","$50K - $70K","M","Partial College","S",4
"36037","West Covina","CA","USA","$130K - $150K","F","Partial College","S",1
"74505","Beverly Hills","CA","USA","$50K - $70K","F","Partial College","M",3
"54671","Lincoln Acres","CA","USA","$50K - $70K","F","Partial College","S",2
"59301","Beaverton","OR","USA","$110K - $130K","M","High School Degree","M",2
"78335","Lebanon","OR","USA","$110K - $130K","M","Bachelors Degree","S",3
"49127","Lakewood","CA","USA","$30K - $50K","M","High School Degree","M",1
"34323","San Gabriel","CA","USA","$50K - $70K","F","Bachelors Degree","M",3
"70276","Berkeley","CA","USA","$30K - $50K","F","Bachelors Degree","M",4
"21633","Bremerton","WA","USA","$70K - $90K","M","Bachelors Degree","M",1
"23748","Portland","OR","USA","$30K - $50K","M","Bachelors Degree","M",3
"40267","Hidalgo","Zacatecas","Mexico","$70K - $90K","F","High School Degree","M",3
"32931","Imperial Beach","CA","USA","$90K - $110K","F","Partial College","S",3
"88318","Spokane","WA","USA","$30K - $50K","F","High School Degree","S",4
"22757","Woodburn","OR","USA","$50K - $70K","M","Partial High School","M",3
"70598","Bremerton","WA","USA","$130K - $150K","F","Partial College","M",0
"43906","Issaquah","WA","USA","$50K - $70K","F","Bachelors Degree","S",3
"57909","Ballard","WA","USA","$130K - $150K","F","Bachelors Degree","S",4
"96377","Ballard","WA","USA","$70K - $90K","F","High School Degree","M",4
"50250","Woodland Hills","CA","USA","$70K - $90K","M","Partial College","S",3
"81173","Palo Alto","CA","USA","$130K - $150K","M","Partial High School","S",4
"12082","Concord","CA","USA","$130K - $150K","F","Partial College","M",4
"70999","W. Linn","OR","USA","$90K - $110K","M","High School Degree","S",2
"56195","Fremont","CA","USA","$110K - $130K","F","High School Degree","S",3
"92148","Seattle","WA","USA","$90K - $110K","M","Graduate Degree","S",3
"43505","Downey","CA","USA","$130K - $150K","M","Bachelors Degree","S",2
"45620","Guadalajara","Jalisco","Mexico","$90K - $110K","M","Bachelors Degree","M",1
"62139","San Diego","CA","USA","$130K - $150K","M","Graduate Degree","S",3
"41232","Hidalgo","Zacatecas","Mexico","$50K - $70K","M","Bachelors Degree","M",1
"29989","Port Hammon","BC","Canada","$90K - $110K","F","Partial High School","M",0
"63427","Newton","BC","Canada","$30K - $50K","F","Partial College","S",5
"84976","Salem","OR","USA","$110K - $130K","F","Bachelors Degree","S",5
"84576","Beverly Hills","CA","USA","$30K - $50K","M","Bachelors Degree","S",1
"72287","Concord","CA","USA","$110K - $130K","F","Partial College","M",5
"38048","La Jolla","CA","USA","$50K - $70K","M","Bachelors Degree","S",4
"90920","Cliffside","BC","Canada","$30K - $50K","F","Bachelors Degree","M",1
"95550","Burbank","CA","USA","$130K - $150K","M","Partial High School","S",2
"15585","Spokane","WA","USA","$130K - $150K","M","Partial High School","M",5
"12670","Tixapan","DF","Mexico","$50K - $70K","F","Partial College","M",3
"96864","Bremerton","WA","USA","$90K - $110K","F","Partial College","S",2
"33818","Newport Beach","CA","USA","$50K - $70K","M","Graduate Degree","M",1
"84175","Oak Bay","BC","Canada","$90K - $110K","F","Partial College","M",4
"86290","Newport Beach","CA","USA","$90K - $110K","M","High School Degree","S",0
"76517","Pomona","CA","USA","$10K - $30K","M","High School Degree","M",1
"44793","Arcadia","CA","USA","$30K - $50K","M","Bachelors Degree","M",4
"27474","El Cajon","CA","USA","$70K - $90K","F","Bachelors Degree","M",2
"59587","Shawnee","BC","Canada","$130K - $150K","F","Partial High School","M",4
"84292","Fremont","CA","USA","$30K - $50K","F","Partial College","S",1
"80292","Torrance","CA","USA","$90K - $110K","M","Partial College","M",1
"94739","Torrance","CA","USA","$50K - $70K","F","Partial High School","M",0
"34208","Burlingame","CA","USA","$150K +","M","Graduate Degree","M",2
"14373","Victoria","BC","Canada","$90K - $110K","M","Bachelors Degree","M",3
"19003","Lake Oswego","OR","USA","$50K - $70K","M","Bachelors Degree","S",2
"38037","Woodburn","OR","USA","$50K - $70K","M","Bachelors Degree","M",5
"88292","Richmond","BC","Canada","$110K - $130K","F","High School Degree","M",4
"93024","Ballard","WA","USA","$110K - $130K","F","Partial High School","M",3
"29978","Guadalajara","Jalisco","Mexico","$70K - $90K","F","Bachelors Degree","M",2
"80335","Lebanon","OR","USA","$110K - $130K","M","Partial High School","S",4
"82450","Oak Bay","BC","Canada","$110K - $130K","F","Partial College","S",4
"98968","Sooke","BC","Canada","$10K - $30K","M","High School Degree","M",5
"67245","La Mesa","CA","USA","$30K - $50K","M","Partial College","S",0
"23634","Tacoma","WA","USA","$70K - $90K","M","Partial High School","S",2
"49287","Milwaukie","OR","USA","$130K - $150K","M","High School Degree","S",3
"70836","Renton","WA","USA","$30K - $50K","M","Bachelors Degree","S",5
"70436","Grossmont","CA","USA","$90K - $110K","M","Partial College","S",4
"58147","Ladner","BC","Canada","$70K - $90K","F","Bachelors Degree","S",1
"23909","Los Angeles","CA","USA","$30K - $50K","F","Partial College","M",3
"76781","Newport Beach","CA","USA","$110K - $130K","F","Partial High School","M",3
"87042","National City","CA","USA","$70K - $90K","F","Bachelors Degree","S",5
"27738","Burlingame","CA","USA","$70K - $90K","M","High School Degree","M",1
"97529","Kirkland","WA","USA","$30K - $50K","F","Graduate Degree","S",4
"82725","Colma","CA","USA","$30K - $50K","M","High School Degree","S",1
"19679","Spring Valley","CA","USA","$130K - $150K","M","Partial College","S",2
"70035","Bellflower","CA","USA","$30K - $50K","F","High School Degree","S",3
"72150","Mexico City","Mexico","Mexico","$50K - $70K","F","Bachelors Degree","S",3
"62377","Guadalajara","Jalisco","Mexico","$90K - $110K","M","High School Degree","M",2
"30654","Portland","OR","USA","$90K - $110K","M","High School Degree","S",1
"13334","Newton","BC","Canada","$90K - $110K","M","Bachelors Degree","M",2
"97451","La Mesa","CA","USA","$150K +","F","Bachelors Degree","S",2
"20001","Beverly Hills","CA","USA","$90K - $110K","F","Graduate Degree","S",3
"19601","Corvalis","OR","USA","$110K - $130K","M","High School Degree","M",1
"73122","Corvalis","OR","USA","$90K - $110K","M","High School Degree","M",2
"72072","Torrance","CA","USA","$30K - $50K","M","Bachelors Degree","S",2
"25946","Redmond","WA","USA","$110K - $130K","M","High School Degree","S",5
"30576","Port Orchard","WA","USA","$70K - $90K","M","Partial High School","S",4
"49610","Marysville","WA","USA","$70K - $90K","M","Partial College","M",4
"20402","Cliffside","BC","Canada","$30K - $50K","F","Partial College","M",5
"55982","Royal Oak","BC","Canada","$30K - $50K","M","Graduate Degree","M",2
"67843","Edmonds","WA","USA","$130K - $150K","F","Partial College","M",1
"91907","Spring Valley","CA","USA","$30K - $50K","M","Partial College","M",0
"94022","Edmonds","WA","USA","$70K - $90K","F","High School Degree","S",2
"11542","Olympia","WA","USA","$110K - $130K","M","Partial College","S",1
"78818","Lynnwood","WA","USA","$110K - $130K","F","Partial College","S",4
"61498","Santa Cruz","CA","USA","$10K - $30K","M","Bachelors Degree","M",5
"68644","Issaquah","WA","USA","$70K - $90K","F","High School Degree","S",3
"84024","Downey","CA","USA","$10K - $30K","M","Partial College","M",3
"57331","Everett","WA","USA","$70K - $90K","F","Partial College","S",4
"71334","Everett","WA","USA","$30K - $50K","F","High School Degree","M",4
"10804","Beaverton","OR","USA","$90K - $110K","M","Partial College","S",3
"63676","San Francisco","CA","USA","$70K - $90K","F","Bachelors Degree","M",1
"94598","Walla Walla","WA","USA","$130K - $150K","M","Graduate Degree","S",5
"14633","Haney","BC","Canada","$130K - $150K","M","Graduate Degree","S",4
"84424","Bremerton","WA","USA","$50K - $70K","M","Bachelors Degree","S",3
"69620","San Carlos","CA","USA","$50K - $70K","M","Bachelors Degree","S",3
"65742","Acapulco","Guerrero","Mexico","$50K - $70K","F","High School Degree","S",2
"56931","Oregon City","OR","USA","$50K - $70K","F","Bachelors Degree","M",0
"59045","Imperial Beach","CA","USA","$70K - $90K","M","Partial College","S",2
"75564","Grossmont","CA","USA","$110K - $130K","M","Partial College","S",3
"43841","Richmond","CA","USA","$110K - $130K","M","Partial High School","M",0
"99228","Santa Anita","DF","Mexico","$50K - $70K","F","Partial High School","M",3
"33667","Pomona","CA","USA","$70K - $90K","F","Partial College","S",5
"71872","N. Vancouver","BC","Canada","$10K - $30K","F","Bachelors Degree","M",2
"67862","Palo Alto","CA","USA","$70K - $90K","M","Partial College","S",2
"93496","Lemon Grove","CA","USA","$30K - $50K","F","Graduate Degree","M",1
"59258","Novato","CA","USA","$110K - $130K","M","Partial High School","S",3
"13131","Tacoma","WA","USA","$90K - $110K","M","Graduate Degree","M",4
"17761","La Jolla","CA","USA","$10K - $30K","F","Bachelors Degree","S",3
"36795","Beaverton","OR","USA","$150K +","M","Bachelors Degree","S",1
"33879","Walla Walla","WA","USA","$110K - $130K","M","Partial College","M",5
"19075","Lakewood","CA","USA","$110K - $130K","F","High School Degree","M",2
"55028","Santa Cruz","CA","USA","$110K - $130K","M","Graduate Degree","S",5
"63862","Anacortes","WA","USA","$110K - $130K","F","Partial College","S",0
